id,chart_template_id/id,code,reconcile,user_type_id/id,name
l10n_pl_openglobe.chart22020100,pl_chart_template,22-020-100,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT naliczony i jego rozliczenie - Rozliczenie naliczonego VAT 22%
l10n_pl_openglobe.chart22020200,pl_chart_template,22-020-200,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT naliczony i jego rozliczenie - Rozliczenie naliczonego VAT 7%
l10n_pl_openglobe.chart22020300,pl_chart_template,22-020-300,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT naliczony i jego rozliczenie - Rozliczenie naliczonego VAT 3%
l10n_pl_openglobe.chart22020400,pl_chart_template,22-020-400,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT naliczony i jego rozliczenie - Rozliczenie naliczonego VAT 23%
l10n_pl_openglobe.chart22020500,pl_chart_template,22-020-500,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT naliczony i jego rozliczenie - Rozliczenie naliczonego VAT 8%
l10n_pl_openglobe.chart22020600,pl_chart_template,22-020-600,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT naliczony i jego rozliczenie - Rozliczenie naliczonego VAT 5%
l10n_pl_openglobe.chart22030100,pl_chart_template,22-030-100,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT należny i jego rozliczenie - Rozliczenie należnego VAT 22%
l10n_pl_openglobe.chart22030200,pl_chart_template,22-030-200,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT należny i jego rozliczenie - Rozliczenie należnego VAT 7%
l10n_pl_openglobe.chart22030300,pl_chart_template,22-030-300,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT należny i jego rozliczenie - Rozliczenie należnego VAT 3%
l10n_pl_openglobe.chart22030400,pl_chart_template,22-030-400,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT należny i jego rozliczenie - Rozliczenie należnego VAT 23%
l10n_pl_openglobe.chart22030500,pl_chart_template,22-030-500,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT należny i jego rozliczenie - Rozliczenie należnego VAT 8%
l10n_pl_openglobe.chart22030600,pl_chart_template,22-030-600,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne - VAT należny i jego rozliczenie - Rozliczenie należnego VAT 5%
l10n_pl_openglobe.chart22040000,pl_chart_template,22-040-000,False,account.data_account_type_current_assets,Pozostałe rozrachunki publicznoprawne
l10n_pl_openglobe.chart22040100,pl_chart_template,22-040-100,False,account.data_account_type_current_assets,Pozostałe rozrachunki z urzędem skarbowym
l10n_pl_openglobe.chart22040200,pl_chart_template,22-040-200,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne z urzędem miasta/gminy
l10n_pl_openglobe.chart22040300,pl_chart_template,22-040-300,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne z urzędem celnym
l10n_pl_openglobe.chart22040400,pl_chart_template,22-040-400,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne z ZUS
l10n_pl_openglobe.chart22040500,pl_chart_template,22-040-500,False,account.data_account_type_current_assets,Rozrachunki publicznoprawne z PFRON
l10n_pl_openglobe.chart23010000,pl_chart_template,23-010-000,False,account.data_account_type_current_assets,Rozrachunki z pracownikami - Rozrachunki z tytułu wynagrodzeń
l10n_pl_openglobe.chart23020000,pl_chart_template,23-020-000,False,account.data_account_type_current_assets,Rozrachunki z pracownikami - Rozrachunki z tytułu pożyczek udzielonych pracownikom
l10n_pl_openglobe.chart23090000,pl_chart_template,23-090-000,False,account.data_account_type_current_assets,Rozrachunki z pracownikami - Inne rozrachunki z pracownikami
l10n_pl_openglobe.chart24010100,pl_chart_template,24-010-100,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Pożyczki - Pożyczki otrzymane
l10n_pl_openglobe.chart24010200,pl_chart_template,24-010-200,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Pożyczki - Pożyczki udzielone
l10n_pl_openglobe.chart24020100,pl_chart_template,24-020-100,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Rozliczenie niedoborów i nadwyżek - Rozliczenie niedoborów
l10n_pl_openglobe.chart24020200,pl_chart_template,24-020-200,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Rozliczenie niedoborów i nadwyżek - Rozliczenie nadwyżek
l10n_pl_openglobe.chart24030100,pl_chart_template,24-030-100,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Rozrachunki związane z kapitałem zakładowym - Rozrachunki z tytułu wpłat na kapitał zakładowy
l10n_pl_openglobe.chart24030200,pl_chart_template,24-030-200,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Rozrachunki związane z kapitałem zakładowym - Rozrachunki z tytułu wkładów niepieniężnych na kapitał zakładowy
l10n_pl_openglobe.chart24030300,pl_chart_template,24-030-300,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Rozrachunki związane z kapitałem zakładowym - Rozrachunki z tytułu podwyższenia kapitału ze środków własnych spółki
l10n_pl_openglobe.chart24030400,pl_chart_template,24-030-400,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Rozrachunki związane z kapitałem zakładowym - Rozrachunki z tytułu umorzenia udziałów własnych
l10n_pl_openglobe.chart24050000,pl_chart_template,24-050-000,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Rozrachunki wewnątrzzakładowe
l10n_pl_openglobe.chart24060000,pl_chart_template,24-060-000,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Należności dochodzone na drodze sądowej
l10n_pl_openglobe.chart24070000,pl_chart_template,24-070-000,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Rozrachunki z tytułu dywidend
l10n_pl_openglobe.chart24080000,pl_chart_template,24-080-000,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Rozrachunki z tytułu dopłat i zwrotu dopłat
l10n_pl_openglobe.chart24090000,pl_chart_template,24-090-000,False,account.data_account_type_current_assets,Pozostałe rozrachunki - Pozostałe rozrachunki
l10n_pl_openglobe.chart28000000,pl_chart_template,28-000-000,False,account.data_account_type_current_assets,Odpisy aktualizujące rozrachunki
l10n_pl_openglobe.chart29010000,pl_chart_template,29-010-000,False,account.data_account_type_current_assets,Rozrachunki pozabilansowe - Należności warunkowe
l10n_pl_openglobe.chart29020000,pl_chart_template,29-020-000,False,account.data_account_type_current_assets,Rozrachunki pozabilansowe - Zobowiązania warunkowe
l10n_pl_openglobe.chart29030000,pl_chart_template,29-030-000,False,account.data_account_type_current_assets,Rozrachunki pozabilansowe - Weksle obce dyskontowane lub indosowane
l10n_pl_openglobe.chart30010000,pl_chart_template,30-010-000,False,account.data_account_type_current_assets,Rozliczenie zakupu - Rozliczenie zakupu materiałów
l10n_pl_openglobe.chart30020000,pl_chart_template,30-020-000,False,account.data_account_type_current_assets,Rozliczenie zakupu - Rozliczenie zakupu towarów
l10n_pl_openglobe.chart30030000,pl_chart_template,30-030-000,False,account.data_account_type_current_assets,Rozliczenie zakupu - Rozliczenie zakupu usług obcych
l10n_pl_openglobe.chart30040000,pl_chart_template,30-040-000,False,account.data_account_type_current_assets,Rozliczenie zakupu - Rozliczenie zakupu składników aktywów trwałych
l10n_pl_openglobe.chart30050000,pl_chart_template,30-050-000,False,account.data_account_type_current_assets,Rozliczenie zakupu - Rozliczenie wartości materiałów i towarów w drodze
l10n_pl_openglobe.chart30060000,pl_chart_template,30-060-000,False,account.data_account_type_current_assets,Rozliczenie zakupu - Wartości dostaw niefakturowanych
l10n_pl_openglobe.chart30070000,pl_chart_template,30-070-000,False,account.data_account_type_current_assets,Rozliczenie zakupu - Opłaty manipulacyjne policzone przez Urząd Celny
l10n_pl_openglobe.chart30080000,pl_chart_template,30-080-000,False,account.data_account_type_current_assets,"Rozliczenie zakupu - Niedobory, szkody i nadwyżki w transporcie"
l10n_pl_openglobe.chart30090000,pl_chart_template,30-090-000,False,account.data_account_type_current_assets,Rozliczenie zakupu - Reklamacje faktur dostawców
l10n_pl_openglobe.chart31010000,pl_chart_template,31-010-000,False,account.data_account_type_current_assets,Materiały i opakowania - Materiały
l10n_pl_openglobe.chart31060000,pl_chart_template,31-060-000,False,account.data_account_type_current_assets,Materiały i opakowania - Opakowania
l10n_pl_openglobe.chart31090000,pl_chart_template,31-090-000,False,account.data_account_type_current_assets,Materiały i opakowania - Materiały w przerobie
l10n_pl_openglobe.chart33010000,pl_chart_template,33-010-000,False,account.data_account_type_current_assets,Towary - Towary w hurcie
l10n_pl_openglobe.chart33020000,pl_chart_template,33-020-000,False,account.data_account_type_current_assets,Towary - Towary w detalu
l10n_pl_openglobe.chart33030000,pl_chart_template,33-030-000,False,account.data_account_type_current_assets,Towary - Towary w zakładach gastronomicznych
l10n_pl_openglobe.chart33040000,pl_chart_template,33-040-000,False,account.data_account_type_current_assets,Towary - Towary skupu
l10n_pl_openglobe.chart33080000,pl_chart_template,33-080-000,False,account.data_account_type_current_assets,Towary - Towary poza jednostką
l10n_pl_openglobe.chart33090000,pl_chart_template,33-090-000,False,account.data_account_type_current_assets,Towary - Nieruchomości i prawa majątkowe przeznaczone do obrotu
l10n_pl_openglobe.chart34010000,pl_chart_template,34-010-000,False,account.data_account_type_current_assets,Odchylenia od cen ewidencyjnych materiałów i towarów - Odchylenia materiałów
l10n_pl_openglobe.chart34020100,pl_chart_template,34-020-100,False,account.data_account_type_current_assets,Odchylenia od cen ewidencyjnych materiałów i towarów - Odchylenia towarów w hurcie
l10n_pl_openglobe.chart34020200,pl_chart_template,34-020-200,False,account.data_account_type_current_assets,Odchylenia od cen ewidencyjnych materiałów i towarów - Odchylenia od cen ewidencyjnych towarów w detalu
l10n_pl_openglobe.chart34020300,pl_chart_template,34-020-300,False,account.data_account_type_current_assets,Odchylenia od cen ewidencyjnych materiałów i towarów - Odchylenia towarów w zakładach gastronomicznych
l10n_pl_openglobe.chart34020400,pl_chart_template,34-020-400,False,account.data_account_type_current_assets,Odchylenia od cen ewidencyjnych materiałów i towarów - Odchylenia towarów skupu
l10n_pl_openglobe.chart34060000,pl_chart_template,34-060-000,False,account.data_account_type_current_assets,Odchylenia od cen ewidencyjnych materiałów i towarów - Odchylenia opakowań
l10n_pl_openglobe.chart34070000,pl_chart_template,34-070-000,False,account.data_account_type_current_assets,Odchylenia z tytułu aktualizacji wartości zapasów materiałów i towarów
l10n_pl_openglobe.chart39000000,pl_chart_template,39-000-000,False,account.data_account_type_current_assets,Zapasy obce
l10n_pl_openglobe.chart40010100,pl_chart_template,40-010-100,False,account.data_account_type_expenses,Zużycie materiałów i energii - Zużycie surowców do wytwarzania produktów
l10n_pl_openglobe.chart40010200,pl_chart_template,40-010-200,False,account.data_account_type_expenses,Zużycie materiałów i energii - Zużycie energii
l10n_pl_openglobe.chart40010300,pl_chart_template,40-010-300,False,account.data_account_type_expenses,Zużycie materiałów i energii - Zużycie paliwa do środków transportu
l10n_pl_openglobe.chart40010400,pl_chart_template,40-010-400,False,account.data_account_type_expenses,Zużycie materiałów i energii - Zużycie materiałów biurowych
l10n_pl_openglobe.chart40010900,pl_chart_template,40-010-900,False,account.data_account_type_expenses,Zużycie materiałów i energii - Zużycie innych materiałów
l10n_pl_openglobe.chart40020100,pl_chart_template,40-020-100,False,account.data_account_type_expenses,Usługi obce - Usługi celne
l10n_pl_openglobe.chart40020200,pl_chart_template,40-020-200,False,account.data_account_type_expenses,Usługi obce - Usługi telekomunikacyjne
l10n_pl_openglobe.chart40020300,pl_chart_template,40-020-300,False,account.data_account_type_expenses,Usługi obce - Usługi pocztowe
l10n_pl_openglobe.chart40020400,pl_chart_template,40-020-400,False,account.data_account_type_expenses,Usługi obce - Usługi kurierskie i transportowe
l10n_pl_openglobe.chart40020500,pl_chart_template,40-020-500,False,account.data_account_type_expenses,Usługi obce - Analizy sanitarne
l10n_pl_openglobe.chart40020600,pl_chart_template,40-020-600,False,account.data_account_type_expenses,Usługi obce - Usługi graficzne i drukarskie
l10n_pl_openglobe.chart40020700,pl_chart_template,40-020-700,False,account.data_account_type_expenses,Usługi obce - Usługi remontowe
l10n_pl_openglobe.chart40020900,pl_chart_template,40-020-900,False,account.data_account_type_expenses,Usługi obce - Pozostałe usługi
l10n_pl_openglobe.chart40030100,pl_chart_template,40-030-100,False,account.data_account_type_expenses,Podatki i opłaty - Podatek od nieruchomości
l10n_pl_openglobe.chart40030200,pl_chart_template,40-030-200,False,account.data_account_type_expenses,Podatki i opłaty - Podatek od środków transportowych
l10n_pl_openglobe.chart40030300,pl_chart_template,40-030-300,False,account.data_account_type_expenses,Podatki i opłaty - Podatek akcyzowy
l10n_pl_openglobe.chart40030400,pl_chart_template,40-030-400,False,account.data_account_type_expenses,Podatki i opłaty - VAT niepodlegający odliczeniu
l10n_pl_openglobe.chart40030500,pl_chart_template,40-030-500,False,account.data_account_type_expenses,Podatki i opłaty - Opłaty i prowizje bankowe
l10n_pl_openglobe.chart40030600,pl_chart_template,40-030-600,False,account.data_account_type_expenses,"Podatki i opłaty - Opłaty sądowe, prawnicze i notarialne"
l10n_pl_openglobe.chart40030700,pl_chart_template,40-030-700,False,account.data_account_type_expenses,Podatki i opłaty - Opłaty skarbowe
l10n_pl_openglobe.chart40030800,pl_chart_template,40-030-800,False,account.data_account_type_expenses,Podatki i opłaty - Koncesje
l10n_pl_openglobe.chart40030900,pl_chart_template,40-030-900,False,account.data_account_type_expenses,Podatki i opłaty - Pozostałe podatki i opłaty
l10n_pl_openglobe.chart40040100,pl_chart_template,40-040-100,False,account.data_account_type_expenses,Wynagrodzenia - Wynagrodzenia pracowników
l10n_pl_openglobe.chart40040200,pl_chart_template,40-040-200,False,account.data_account_type_expenses,Wynagrodzenia - Wynagrodzenia osób doraźnie zatrudnionych
l10n_pl_openglobe.chart40050100,pl_chart_template,40-050-100,False,account.data_account_type_expenses,"Ubezpieczenia społeczne i inne świadczenia - Składki na ubezpieczenia społeczne, FP, FGŚP"
l10n_pl_openglobe.chart40050200,pl_chart_template,40-050-200,False,account.data_account_type_expenses,Ubezpieczenia społeczne i inne świadczenia - Odpisy na zakładowy fundusz świadczeń socjalnych lub świadczenia urlopowe
l10n_pl_openglobe.chart40050900,pl_chart_template,40-050-900,False,account.data_account_type_expenses,Ubezpieczenia społeczne i inne świadczenia - Pozostałe świadczenia
l10n_pl_openglobe.chart41000000,pl_chart_template,41-000-000,False,account.data_account_type_expenses,Świadczenia na rzecz pracowników
l10n_pl_openglobe.chart42000000,pl_chart_template,42-000-000,False,account.data_account_type_expenses,Amortyzacja
l10n_pl_openglobe.chart43000000,pl_chart_template,43-000-000,False,account.data_account_type_expenses,Pozostałe koszty rodzajowe
l10n_pl_openglobe.chart49010000,pl_chart_template,49-010-000,False,account.data_account_type_expenses,Rozliczenie kosztów - Nie podlegające rozliczeniu w czasie
l10n_pl_openglobe.chart49020000,pl_chart_template,49-020-000,False,account.data_account_type_expenses,Rozliczenie kosztów - Przypadające na przyszłe okresy
l10n_pl_openglobe.chart49030000,pl_chart_template,49-030-000,False,account.data_account_type_expenses,Rozliczenie kosztów - Koszty zgromadzone
l10n_pl_openglobe.chart49040000,pl_chart_template,49-040-000,False,account.data_account_type_expenses,Rozliczenie kosztów - Koszty nie wliczane do wartości sprzedaży
l10n_pl_openglobe.chart50010000,pl_chart_template,50-010-000,False,account.data_account_type_expenses,Koszty działalności podstawowej-produkcyjnej - Rozliczone koszty działalności
l10n_pl_openglobe.chart50020000,pl_chart_template,50-020-000,False,account.data_account_type_expenses,Koszty działalności podstawowej-produkcyjnej - Koszty nie zakończonych długotrwałych usług
l10n_pl_openglobe.chart50030000,pl_chart_template,50-030-000,False,account.data_account_type_expenses,Koszty działalności podstawowej-produkcyjnej - Straty związane z wykonaniem długotrwałych usług
l10n_pl_openglobe.chart50040000,pl_chart_template,50-040-000,False,account.data_account_type_expenses,Koszty działalności podstawowej-produkcyjnej - Koszty utrzymania hurtowni
l10n_pl_openglobe.chart52010000,pl_chart_template,52-010-000,False,account.data_account_type_expenses,Koszty działalności podstawowej-handlowej - Koszty utrzymania punktów sprzedaży detalicznej
l10n_pl_openglobe.chart52030000,pl_chart_template,52-030-000,False,account.data_account_type_expenses,Koszty działalności podstawowej-handlowej - Koszty sprzedaży wyrobów
l10n_pl_openglobe.chart53010000,pl_chart_template,53-010-000,False,account.data_account_type_expenses,Koszty działalności pomocniczej - Świadczenia usług transportowych
l10n_pl_openglobe.chart53020000,pl_chart_template,53-020-000,False,account.data_account_type_expenses,Koszty działalności pomocniczej - Pozostałe koszty
l10n_pl_openglobe.chart55010000,pl_chart_template,55-010-000,False,account.data_account_type_expenses,Koszty zarządu - Koszty zarządzania jednostką
l10n_pl_openglobe.chart55020000,pl_chart_template,55-020-000,False,account.data_account_type_expenses,Koszty zarządu - Świadczenia usług na potrzeby reprezentacji i reklamy
l10n_pl_openglobe.chart58000000,pl_chart_template,58-000-000,False,account.data_account_type_expenses,Rozliczenie kosztów działalności
l10n_pl_openglobe.chart60010100,pl_chart_template,60-010-100,False,account.data_account_type_current_assets,Półprodukty i produkty - Produkty gotowe w magazynie
l10n_pl_openglobe.chart60010200,pl_chart_template,60-010-200,False,account.data_account_type_current_assets,Półprodukty i produkty - Produkty gotowe poza jednostką
l10n_pl_openglobe.chart60020000,pl_chart_template,60-020-000,False,account.data_account_type_current_assets,Półprodukty i produkty - Półprodukty
l10n_pl_openglobe.chart62010000,pl_chart_template,62-010-000,False,account.data_account_type_current_assets,Odchylenia od cen ewidencyjnych produktów - Odchylenia od cen ewidencyjnych produktów
l10n_pl_openglobe.chart62020000,pl_chart_template,62-020-000,False,account.data_account_type_current_assets,Odchylenia od cen ewidencyjnych produktów - Odchylenia z tytułu aktualizacji wartości zapasów produktów
l10n_pl_openglobe.chart64010000,pl_chart_template,64-010-000,False,account.data_account_type_current_assets,Rozliczenia międzyokresowe kosztów - Czynne rozliczenia międzyokresowe kosztów
l10n_pl_openglobe.chart64020000,pl_chart_template,64-020-000,False,account.data_account_type_current_assets,Rozliczenia międzyokresowe kosztów - Bierne rozliczenia międzyokresowe kosztów
l10n_pl_openglobe.chart65010000,pl_chart_template,65-010-000,False,account.data_account_type_current_assets,Pozostałe rozliczenia międzyokresowe - Aktywa z tytułu odroczonego podatku dochodowego
l10n_pl_openglobe.chart65020000,pl_chart_template,65-020-000,False,account.data_account_type_current_assets,Pozostałe rozliczenia międzyokresowe - Inne rozliczenia międzyokresowe
l10n_pl_openglobe.chart70010000,pl_chart_template,70-010-000,False,account.data_account_type_revenue,Sprzedaż produktów - Sprzedaż produktów na kraj
l10n_pl_openglobe.chart70020000,pl_chart_template,70-020-000,False,account.data_account_type_revenue,Sprzedaż produktów - Sprzedaż produktów na eksport
l10n_pl_openglobe.chart70030000,pl_chart_template,70-030-000,False,account.data_account_type_revenue,Sprzedaż produktów - Sprzedaż usług na kraj
l10n_pl_openglobe.chart70040000,pl_chart_template,70-040-000,False,account.data_account_type_revenue,Sprzedaż produktów - Sprzedaż usług na eksport
l10n_pl_openglobe.chart70110000,pl_chart_template,70-110-000,False,account.data_account_type_expenses,Koszty sprzedanych produktów - Koszt własny sprzedaży produktów na kraj
l10n_pl_openglobe.chart70120000,pl_chart_template,70-120-000,False,account.data_account_type_expenses,Koszty sprzedanych produktów - Koszt własny sprzedaży produktów na eksport
l10n_pl_openglobe.chart70130000,pl_chart_template,70-130-000,False,account.data_account_type_expenses,Koszty sprzedanych produktów - Koszt własny sprzedaży usług na kraj
l10n_pl_openglobe.chart70140000,pl_chart_template,70-140-000,False,account.data_account_type_expenses,Koszty sprzedanych produktów - Koszt własny sprzedaży usług na eksport
l10n_pl_openglobe.chart73010000,pl_chart_template,73-010-000,False,account.data_account_type_revenue,Sprzedaż towarów - Sprzedaż hurtowa towarów
l10n_pl_openglobe.chart73020000,pl_chart_template,73-020-000,False,account.data_account_type_revenue,Sprzedaż towarów - Sprzedaż detaliczna towarów
l10n_pl_openglobe.chart73030000,pl_chart_template,73-030-000,False,account.data_account_type_revenue,Sprzedaż towarów - Sprzedaż wysyłkowa towarów
l10n_pl_openglobe.chart73040000,pl_chart_template,73-040-000,False,account.data_account_type_revenue,Sprzedaż towarów - Prowizja komisowa
